ndim = 2
npart = 400

    0.025000     0.025000     0.493142     0.995597     0.234262     0.804091
    0.075000     0.025000     0.902138     0.633509     0.336049     0.427827
    0.125000     0.025000     0.426247     0.719978     0.240583     0.482149
    0.175000     0.025000     0.829955     0.216972     0.760888     0.048201
    0.225000     0.025000     0.780514     0.624633     0.801543     0.212559
    0.275000     0.025000     0.487365     0.119746     0.552957     0.405602
    0.325000     0.025000     0.248259     0.649047     0.881109     0.652028
    0.375000     0.025000     0.430398     0.328791     0.928661     0.442851
    0.425000     0.025000     0.560467     0.968956     0.964959     0.232339
    0.475000     0.025000     0.912708     0.687196     0.657474     0.420311
    0.525000     0.025000     0.820341     0.947507     0.171686     0.245889
    0.575000     0.025000     0.132955     0.146622     0.920329     0.459637
    0.625000     0.025000     0.473989     0.403628     0.326692     0.232564
    0.675000     0.025000     0.260520     0.151807     0.584263     0.636546
    0.725000     0.025000     0.191171     0.285680     0.028677     0.305468
    0.775000     0.025000     0.468431     0.207122     0.735604     0.566071
    0.825000     0.025000     0.686269     0.998576     0.559934     0.701160
    0.875000     0.025000     0.766886     0.979419     0.867842     0.376768
    0.925000     0.025000     0.827394     0.405966     0.359499     0.347610
    0.975000     0.025000     0.441728     0.857673     0.297821     0.843689
    0.025000     0.075000     0.866061     0.337082     0.548519     0.045693
    0.075000     0.075000     0.443232     0.291686     0.453702     0.945192
    0.125000     0.075000     0.128252     0.042675     0.589508     0.421798
    0.175000     0.075000     0.120170     0.558467     0.689090     0.973776
    0.225000     0.075000     0.368292     0.293995     0.641875     0.334733
    0.275000     0.075000     0.534206     0.222031     0.263268     0.728450
    0.325000     0.075000     0.402770     0.053246     0.202777     0.068495
    0.375000     0.075000     0.254119     0.077648     0.774212     0.592190
    0.425000     0.075000     0.789082     0.077993     0.854671     0.251178
    0.475000     0.075000     0.539643     0.383351     0.972038     0.841759
    0.525000     0.075000     0.393940     0.067457     0.107453     0.881409
    0.575000     0.075000     0.206384     0.299661     0.499664     0.299934
    0.625000     0.075000     0.092644     0.588540     0.399747     0.767319
    0.675000     0.075000     0.961156     0.232827     0.631010     0.777375
    0.725000     0.075000     0.739524     0.188660     0.154675     0.735186
    0.775000     0.075000     0.040428     0.871235     0.960602     0.535329
    0.825000     0.075000     0.255722     0.590957     0.582508     0.689159
    0.875000     0.075000     0.363918     0.141784     0.363608     0.983793
    0.925000     0.075000     0.103925     0.362417     0.398139     0.343155
    0.975000     0.075000     0.800206     0.533735     0.691228     0.410245
    0.025000     0.125000     0.713834     0.283479     0.519592     0.364241
    0.075000     0.125000     0.585890     0.715217     0.254480     0.654322
    0.125000     0.125000     0.539468     0.718240     0.672955     0.850095
    0.175000     0.125000     0.154919     0.897389     0.781395     0.088158
    0.225000     0.125000     0.963675     0.571832     0.413444     0.930567
    0.275000     0.125000     0.229187     0.366002     0.213860     0.952869
    0.325000     0.125000     0.847870     0.197680     0.493943     0.882929
    0.375000     0.125000     0.149639     0.000336     0.002833     0.441657
    0.425000     0.125000     0.947510     0.260558     0.702426     0.307042
    0.475000     0.125000     0.501447     0.089632     0.088174     0.039543
    0.525000     0.125000     0.679567     0.950484     0.808720     0.197358
    0.575000     0.125000     0.148328     0.964496     0.446113     0.419543
    0.625000     0.125000     0.287299     0.326597     0.957040     0.643488
    0.675000     0.125000     0.707113     0.088761     0.735847     0.977791
    0.725000     0.125000     0.301858     0.518711     0.139993     0.832566
    0.775000     0.125000     0.010650     0.761321     0.608320     0.119571
